col_a,col_b,sub_a,sub_b,role_a,role_b,metric,effect_size,p,n_valid,p_adj
Behavioral intervention Number,Dietary Supplement intervention Number,Behavioral intervention Number,Dietary Supplement intervention Number,num,num,abs_spearman,0.013861113363560704,7.365301305152542e-05,81786,0.0001138940494293968
intervention/intervention_name,ipd_info_type-Informed Consent Form (ICF),intervention/intervention_name__n_items,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.013846977430322496,0.5215435911516206,2145,0.568686188684413
Device intervention Number,Dietary Supplement intervention Number,Device intervention Number,Dietary Supplement intervention Number,num,num,abs_spearman,0.013824069521622405,0.00022480361951341201,71221,0.0003385678754489872
duration_day,ipd_info_type-Analytic Code,duration_day,ipd_info_type-Analytic Code,num,num,abs_spearman,0.01377795720778382,0.5670837676315161,1728,0.6129635330858275
duration_year,ipd_info_type-Analytic Code,duration_year,ipd_info_type-Analytic Code,num,num,abs_spearman,0.01377795720778382,0.5670837676315161,1728,0.6129635330858275
Dietary Supplement intervention Number,oversight_info/is_fda_regulated_device,Dietary Supplement intervention Number,oversight_info/is_fda_regulated_device,num,cat,eta,0.013752555721224587,0.10778835126356619,13676,0.13117240592064738
Device intervention Number,execution_pass,Device intervention Number,execution_pass,num,num,abs_spearman,0.013717802264005062,0.00482814782449144,42207,0.006661825288096185
Device intervention Number,execution_fail,Device intervention Number,execution_fail,num,num,abs_spearman,0.013717802264005062,0.00482814782449144,42207,0.006661825288096185
duration_month,ipd_info_type-Analytic Code,duration_month,ipd_info_type-Analytic Code,num,num,abs_spearman,0.013643335555076418,0.5708780727393047,1728,0.6164150119098737
Dietary Supplement intervention Number,condition,Dietary Supplement intervention Number,condition__n_items,num,num,abs_spearman,0.013618406762688098,9.830115288493775e-05,81786,0.0001508822513397593
Placebo Comparator Arm Number,completion_date,Placebo Comparator Arm Number,completion_date__days,num,num,abs_spearman,0.013602957518059148,0.00514948910417337,42293,0.007097326912851261
MaskingType-Outcomes Assessor,has_expanded_access,MaskingType-Outcomes Assessor,has_expanded_access,num,cat,eta,0.013594312553184792,0.00032904417354140327,69785,0.0004919824135080548
has_expanded_access,study_design_info/masking_num,has_expanded_access,study_design_info/masking_num,cat,num,eta,0.013525449067610669,0.0003527838613098762,69785,0.0005258955581014051
biology_pass,location/facility/address/city,biology_pass,location/facility/address/city__n_items,num,num,abs_spearman,0.013470951476464767,0.012437141572288835,34427,0.01659844082015991
biology_fail,location/facility/address/city,biology_fail,location/facility/address/city__n_items,num,num,abs_spearman,0.013470951476464767,0.012437141572288835,34427,0.01659844082015991
Diagnostic Test intervention Number,dropout_rate,Diagnostic Test intervention Number,dropout_rate,num,num,abs_spearman,0.013467888300275083,0.008393423666065275,38302,0.011335683592484895
Genetic intervention Number,condition,Genetic intervention Number,condition__n_items,num,num,abs_spearman,0.013428297823078375,0.00033870431410533295,71221,0.0005055136459770285
ipd_info_type-Study Protocol,study_design_info/allocation,ipd_info_type-Study Protocol,study_design_info/allocation,num,cat,eta,0.013413211388475507,0.5656105834296798,1837,0.6119125630904388
Other Arm Number,Sham Comparator Arm Number,Other Arm Number,Sham Comparator Arm Number,num,num,abs_spearman,0.01334932376052158,0.000441228555817559,69293,0.0006530392860075247
Combination Product intervention Number,MaskingType-Investigator,Combination Product intervention Number,MaskingType-Investigator,num,num,abs_spearman,0.013288168155497231,0.00015311978501500846,81170,0.00023315114323670103
Diagnostic Test intervention Number,ipd_info_type-Analytic Code,Diagnostic Test intervention Number,ipd_info_type-Analytic Code,num,num,abs_spearman,0.013254151654188402,0.5395300343844099,2145,0.5870105671826877
Dietary Supplement intervention Number,smiless,Dietary Supplement intervention Number,smiless__n_items,num,num,abs_spearman,0.013234085261699531,0.00015381684169392363,81786,0.0002339258577780907
Other intervention Number,dropout_YN,Other intervention Number,dropout_YN,num,num,abs_spearman,0.013231653075695616,0.00960925337601577,38302,0.01292852985349171
MaskingType-Outcomes Assessor,dropout_rate,MaskingType-Outcomes Assessor,dropout_rate,num,num,abs_spearman,0.013200296686015982,0.00986259135369558,38218,0.01325502407459898
Behavioral intervention Number,Diagnostic Test intervention Number,Behavioral intervention Number,Diagnostic Test intervention Number,num,num,abs_spearman,0.013171242598096189,0.0004395306516360227,71221,0.0006509139864812374
Sham Comparator Arm Number,dropout_rate,Sham Comparator Arm Number,dropout_rate,num,num,abs_spearman,0.01314417077931506,0.010382095994824186,38016,0.01393814616268941
Diagnostic Test intervention Number,phase,Diagnostic Test intervention Number,phase,num,cat,eta,0.013127472980874114,0.006501108943972341,71221,0.00886190659669296
eligibility/gender,ipd_info_type-Statistical Analysis Plan (SAP),eligibility/gender,ipd_info_type-Statistical Analysis Plan (SAP),cat,num,eta,0.01310968773885708,0.8318675301633942,2145,0.8645716488732892
Genetic intervention Number,dropout_YN,Genetic intervention Number,dropout_YN,num,num,abs_spearman,0.01309049191379855,0.010408546072496399,38302,0.013966110685828053
Other intervention Number,eligibility/maximum_age,Other intervention Number,eligibility/maximum_age__years,num,num,abs_spearman,0.013079830293876842,0.010875781787601358,37908,0.014577301910566007
approval_outcome,has_expanded_access,approval_outcome,has_expanded_access,num,cat,eta,0.012977276116476835,0.045664718716817564,23716,0.05774902087088633
Behavioral intervention Number,Other intervention Number,Behavioral intervention Number,Other intervention Number,num,num,abs_spearman,0.012916818398693701,0.0005663691845996312,71221,0.0008323048040982163
Combination Product intervention Number,sponsors/lead_sponsor/agency_class,Combination Product intervention Number,sponsors/lead_sponsor/agency_class,num,cat,eta,0.012899652592968684,0.007909005947582683,71221,0.010698900261155669
Diagnostic Test intervention Number,condition,Diagnostic Test intervention Number,condition__n_items,num,num,abs_spearman,0.01289508515679923,0.0005786525648643107,71221,0.0008498532054892507
Device intervention Number,Radiation intervention Number,Device intervention Number,Radiation intervention Number,num,num,abs_spearman,0.012859498613712788,0.0005993025426100643,71221,0.0008786234916731621
Combination Product intervention Number,phase,Combination Product intervention Number,phase,num,cat,eta,0.012805058558087973,0.00382718347012142,81786,0.005325056507979692
Sham Comparator Arm Number,location/facility/address/city,Sham Comparator Arm Number,location/facility/address/city__n_items,num,num,abs_spearman,0.012753766479616487,0.0007870145725696216,69293,0.0011484035307313622
Diagnostic Test intervention Number,failure_reason,Diagnostic Test intervention Number,failure_reason,num,cat,eta,0.012728723221433657,0.6474727535323148,10204,0.6897643323889322
approval_outcome,ipd_info_type-Analytic Code,approval_outcome,ipd_info_type-Analytic Code,num,num,abs_spearman,0.012702746892516591,0.7290554186496178,746,0.7676706420950424
condition_browse/mesh_term,ipd_info_type-Study Protocol,condition_browse/mesh_term__n_items,ipd_info_type-Study Protocol,num,num,abs_spearman,0.01267591177880454,0.5437099088511786,2297,0.5912993975908879
Diagnostic Test intervention Number,Other Arm Number,Diagnostic Test intervention Number,Other Arm Number,num,num,abs_spearman,0.012669476775405603,0.0008525908500119155,69293,0.0012411764863969595
Other Arm Number,condition_browse/mesh_term,Other Arm Number,condition_browse/mesh_term__n_items,num,num,abs_spearman,0.012596824883843628,0.00042999092531739003,78123,0.0006383079148230072
Combination Product intervention Number,failure_reason,Combination Product intervention Number,failure_reason,num,cat,eta,0.012571756612308973,0.35012395409687325,20769,0.39386963600304664
No Intervention Arm Number,has_expanded_access,No Intervention Arm Number,has_expanded_access,num,cat,eta,0.012544642735772582,0.001028204741165576,68474,0.001486380908549422
Sham Comparator Arm Number,ipd_info_type-Informed Consent Form (ICF),Sham Comparator Arm Number,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.012485046437512484,0.563865200905936,2139,0.611079382577955
Sham Comparator Arm Number,ipd_info_type-Statistical Analysis Plan (SAP),Sham Comparator Arm Number,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.01246373339776521,0.5645309166773114,2139,0.6115341447005749
ipd_info_type-Study Protocol,oversight_info/is_fda_regulated_drug,ipd_info_type-Study Protocol,oversight_info/is_fda_regulated_drug,num,cat,eta,0.012459435869542656,0.6184789204250787,1600,0.6618949686719726
Diagnostic Test intervention Number,ipd_info_type-Statistical Analysis Plan (SAP),Diagnostic Test intervention Number,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.012427666441052362,0.5651131379501462,2145,0.6118981036192214
Combination Product intervention Number,dropout_YN,Combination Product intervention Number,dropout_YN,num,num,abs_spearman,0.012422319204115939,0.015049996711340151,38302,0.019942430900158674
Drug intervention Number,eligibility/gender,Drug intervention Number,eligibility/gender,num,cat,eta,0.012419191829638203,0.004117023146921385,71221,0.005718726953661063
Radiation intervention Number,Sham Comparator Arm Number,Radiation intervention Number,Sham Comparator Arm Number,num,num,abs_spearman,0.01238295873591655,0.001115292584907073,69293,0.0016085328342972005
Diagnostic Test intervention Number,intervention_browse/mesh_term,Diagnostic Test intervention Number,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.012327079540496137,0.0010024886700803876,71221,0.0014508936197727218
Genetic intervention Number,smiless,Genetic intervention Number,smiless__n_items,num,num,abs_spearman,0.01231232439705742,0.0010166097454179124,71221,0.001470474515345467
MaskingType-Outcomes Assessor,eligibility/healthy_volunteers,MaskingType-Outcomes Assessor,eligibility/healthy_volunteers,num,cat,eta,0.012300365480161352,0.0004632961823280075,81014,0.0006852922696935111
Dietary Supplement intervention Number,patient_data/sharing_ipd,Dietary Supplement intervention Number,patient_data/sharing_ipd,num,cat,eta,0.01229699839783237,0.3601208450977571,13510,0.40401819416159207
ipd_info_type-Statistical Analysis Plan (SAP),smiless,ipd_info_type-Statistical Analysis Plan (SAP),smiless__n_items,num,num,abs_spearman,0.01221988793118725,0.5583016632916417,2297,0.6061073103013235
brief_title,dropout_YN,brief_title__n_items,dropout_YN,num,num,abs_spearman,0.012176103084420836,0.01717298168668392,38302,0.022675270718070954
duration_day,oversight_info/is_fda_regulated_device,duration_day,oversight_info/is_fda_regulated_device,num,cat,eta,0.012139565721664537,0.22983351445809794,9786,0.26601596806165506
duration_year,oversight_info/is_fda_regulated_device,duration_year,oversight_info/is_fda_regulated_device,num,cat,eta,0.012139565721664504,0.22983351445809785,9786,0.26601596806165506
oversight_info/is_fda_regulated_device,study_design_info/allocation,oversight_info/is_fda_regulated_device,study_design_info/allocation,cat,cat,cramers_v,0.012105291610513302,0.22549654187793103,10025,0.2614833908383848
duration_month,oversight_info/is_fda_regulated_device,duration_month,oversight_info/is_fda_regulated_device,num,cat,eta,0.012103447185558237,0.2312228063166237,9786,0.26725054590549296
No Intervention Arm Number,Other Arm Number,No Intervention Arm Number,Other Arm Number,num,num,abs_spearman,0.01209560946579514,0.001452276783735267,69293,0.0020728936287088677
Sham Comparator Arm Number,condition,Sham Comparator Arm Number,condition__n_items,num,num,abs_spearman,0.012028682129520234,0.0015431971823965532,69293,0.0021963602510054036
Diagnostic Test intervention Number,MaskingType-Investigator,Diagnostic Test intervention Number,MaskingType-Investigator,num,num,abs_spearman,0.012001288593703769,0.0014001921467600785,70854,0.0020020008542570742
ipd_info_type-Study Protocol,oversight_info/has_dmc,ipd_info_type-Study Protocol,oversight_info/has_dmc,num,cat,eta,0.011965616157879683,0.5873749623440738,2059,0.6321467221416299
MaskingType-Participant,eligibility/maximum_age,MaskingType-Participant,eligibility/maximum_age__years,num,num,abs_spearman,0.011944810073172657,0.013878796315932277,42427,0.01844744445390864
Other intervention Number,oversight_info/is_fda_regulated_device,Other intervention Number,oversight_info/is_fda_regulated_device,num,cat,eta,0.011809037861461239,0.2102466757595223,11258,0.2455183220218106
approval_outcome,study_design_info/allocation,approval_outcome,study_design_info/allocation,num,cat,eta,0.011804850367497411,0.07194588949415785,23237,0.08912539152192535
Device intervention Number,ipd_info_type-Study Protocol,Device intervention Number,ipd_info_type-Study Protocol,num,num,abs_spearman,0.01177517426023912,0.5857135400500827,2145,0.6306317794733343
Other Arm Number,ipd_info_type-Clinical Study Report (CSR),Other Arm Number,ipd_info_type-Clinical Study Report (CSR),num,num,abs_spearman,0.011666034725153512,0.589714926563127,2139,0.6343902997876063
Biological intervention Number,Other Arm Number,Biological intervention Number,Other Arm Number,num,num,abs_spearman,0.011625125974387113,0.0011567406760273236,78123,0.001664447353750955
